cap-shape,cap-color,odor,gill-size,gill-color,stalk-color-above-ring,veil-color,ring-type,spore-print-color,population,habitat
convex,yellow,foul,broad,chocolate,buff,white,large,chocolate,several,woods
flat,gray,foul,broad,pink,buff,white,large,chocolate,several,woods
flat,gray,foul,broad,pink,brown,white,large,chocolate,several,paths
flat,red,none,broad,white,white,white,pendant,brown,solitary,woods
convex,gray,foul,broad,chocolate,buff,white,large,chocolate,several,grasses
flat,gray,foul,broad,pink,pink,white,large,chocolate,several,grasses
convex,gray,foul,broad,pink,buff,white,large,chocolate,solitary,paths
flat,red,none,broad,pink,white,white,pendant,brown,several,woods
flat,red,none,broad,pink,pink,white,pendant,brown,several,woods
flat,red,none,broad,brown,pink,white,pendant,brown,solitary,woods
flat,yellow,foul,broad,chocolate,buff,white,large,chocolate,several,grasses
flat,gray,foul,broad,chocolate,buff,white,large,chocolate,solitary,paths
flat,brown,none,broad,purple,gray,white,pendant,black,solitary,woods
convex,gray,foul,broad,gray,pink,white,large,chocolate,solitary,grasses
flat,gray,none,broad,purple,gray,white,pendant,brown,several,woods
convex,yellow,foul,broad,pink,brown,white,large,chocolate,several,paths
convex,yellow,foul,broad,pink,pink,white,large,chocolate,several,woods
convex,yellow,foul,broad,pink,brown,white,large,chocolate,several,woods
flat,cinnamon,none,narrow,white,white,white,evanescent,white,several,leaves
convex,gray,foul,broad,chocolate,brown,white,large,chocolate,several,woods
flat,gray,foul,broad,pink,brown,white,large,chocolate,solitary,grasses
convex,gray,foul,broad,chocolate,pink,white,large,chocolate,several,grasses
flat,gray,foul,broad,pink,pink,white,large,chocolate,solitary,grasses
convex,buff,foul,broad,white,white,white,pendant,chocolate,scattered,urban
flat,gray,foul,broad,chocolate,brown,white,large,chocolate,several,woods
convex,gray,foul,broad,pink,brown,white,large,chocolate,several,grasses
flat,yellow,foul,broad,gray,buff,white,large,chocolate,solitary,paths
flat,gray,foul,broad,chocolate,brown,white,large,chocolate,several,paths
flat,gray,foul,broad,gray,pink,white,large,chocolate,solitary,woods
flat,gray,none,broad,white,pink,white,pendant,black,solitary,woods
convex,yellow,foul,broad,pink,buff,white,large,chocolate,solitary,paths
convex,yellow,foul,broad,chocolate,buff,white,large,chocolate,solitary,paths
flat,red,none,broad,purple,pink,white,pendant,black,solitary,woods
flat,gray,foul,broad,chocolate,buff,white,large,chocolate,several,paths
flat,gray,foul,broad,chocolate,buff,white,large,chocolate,solitary,woods
convex,yellow,foul,broad,gray,pink,white,large,chocolate,solitary,woods
flat,gray,none,broad,white,white,white,pendant,black,solitary,woods
convex,gray,foul,broad,gray,brown,white,large,chocolate,several,grasses
convex,gray,foul,broad,gray,pink,white,large,chocolate,solitary,paths
flat,brown,none,broad,pink,pink,white,pendant,brown,solitary,woods
flat,gray,none,broad,purple,pink,white,pendant,brown,several,woods
convex,gray,foul,broad,chocolate,brown,white,large,chocolate,several,woods
flat,yellow,foul,broad,chocolate,pink,white,large,chocolate,several,paths
flat,yellow,foul,broad,chocolate,brown,white,large,chocolate,several,woods
flat,gray,foul,broad,gray,brown,white,large,chocolate,several,paths
flat,gray,foul,broad,chocolate,buff,white,large,chocolate,solitary,paths
flat,gray,foul,broad,pink,pink,white,large,chocolate,solitary,grasses
flat,buff,foul,broad,white,white,white,pendant,chocolate,scattered,urban
flat,red,none,broad,purple,pink,white,pendant,brown,solitary,woods
convex,brown,fishy,narrow,buff,pink,white,evanescent,white,several,woods
convex,gray,none,broad,brown,gray,white,pendant,brown,several,woods
convex,gray,creosote,narrow,brown,white,white,pendant,black,several,woods
convex,pink,creosote,narrow,brown,white,white,pendant,brown,several,woods
convex,brown,fishy,narrow,buff,pink,white,evanescent,white,several,leaves
flat,gray,foul,broad,gray,brown,white,large,chocolate,solitary,paths
convex,yellow,foul,broad,gray,buff,white,large,chocolate,several,grasses
convex,gray,foul,broad,white,white,white,pendant,chocolate,scattered,urban
flat,gray,foul,broad,chocolate,buff,white,large,chocolate,solitary,paths
convex,yellow,foul,broad,pink,buff,white,large,chocolate,solitary,woods
flat,gray,foul,broad,gray,brown,white,large,chocolate,solitary,paths
flat,gray,foul,broad,chocolate,brown,white,large,chocolate,solitary,woods
flat,gray,foul,broad,chocolate,buff,white,large,chocolate,solitary,woods
convex,gray,foul,broad,gray,brown,white,large,chocolate,solitary,grasses
flat,gray,foul,broad,chocolate,pink,white,large,chocolate,solitary,grasses
convex,yellow,foul,broad,pink,buff,white,large,chocolate,solitary,grasses
flat,yellow,foul,broad,pink,brown,white,large,chocolate,several,grasses
convex,yellow,foul,broad,chocolate,brown,white,large,chocolate,several,grasses
convex,yellow,foul,broad,gray,buff,white,large,chocolate,solitary,grasses
convex,yellow,foul,broad,pink,brown,white,large,chocolate,several,grasses
flat,gray,foul,broad,chocolate,white,white,pendant,chocolate,several,urban
convex,yellow,foul,broad,chocolate,brown,white,large,chocolate,solitary,grasses
flat,yellow,foul,broad,pink,pink,white,large,chocolate,solitary,grasses
flat,gray,foul,broad,pink,brown,white,large,chocolate,solitary,woods
flat,yellow,foul,broad,pink,pink,white,large,chocolate,solitary,woods
flat,yellow,foul,broad,gray,buff,white,large,chocolate,several,woods
convex,gray,foul,broad,chocolate,buff,white,large,chocolate,several,paths
convex,gray,foul,broad,pink,brown,white,large,chocolate,solitary,paths
flat,red,none,broad,pink,white,white,pendant,brown,several,woods
flat,yellow,foul,broad,chocolate,brown,white,large,chocolate,several,woods
flat,gray,foul,broad,chocolate,buff,white,large,chocolate,solitary,woods
flat,gray,foul,broad,chocolate,brown,white,large,chocolate,several,paths
convex,yellow,foul,broad,gray,buff,white,large,chocolate,several,grasses
convex,yellow,foul,broad,gray,pink,white,large,chocolate,several,paths
convex,gray,foul,broad,chocolate,brown,white,large,chocolate,solitary,woods
convex,yellow,foul,broad,pink,pink,white,large,chocolate,solitary,paths
flat,white,foul,broad,pink,white,white,pendant,chocolate,scattered,urban
flat,yellow,foul,broad,chocolate,pink,white,large,chocolate,several,grasses
flat,yellow,foul,broad,pink,buff,white,large,chocolate,several,woods
flat,gray,foul,broad,chocolate,brown,white,large,chocolate,solitary,paths
flat,yellow,foul,broad,pink,pink,white,large,chocolate,solitary,woods
flat,yellow,foul,broad,chocolate,buff,white,large,chocolate,several,woods
flat,gray,foul,broad,gray,buff,white,large,chocolate,several,paths
convex,gray,foul,broad,pink,brown,white,large,chocolate,solitary,grasses
convex,yellow,foul,broad,chocolate,buff,white,large,chocolate,solitary,paths
flat,gray,foul,broad,gray,pink,white,large,chocolate,several,grasses
convex,yellow,foul,broad,pink,brown,white,large,chocolate,solitary,woods
flat,gray,foul,broad,pink,brown,white,large,chocolate,several,woods
convex,yellow,foul,broad,gray,brown,white,large,chocolate,several,woods
convex,white,foul,broad,chocolate,white,white,pendant,chocolate,scattered,grasses
flat,gray,foul,broad,pink,brown,white,large,chocolate,solitary,grasses
convex,buff,foul,broad,pink,white,white,pendant,chocolate,scattered,grasses
flat,gray,foul,broad,chocolate,pink,white,large,chocolate,several,woods
convex,gray,foul,broad,pink,brown,white,large,chocolate,several,woods
convex,yellow,foul,broad,gray,brown,white,large,chocolate,solitary,grasses
convex,yellow,foul,broad,pink,brown,white,large,chocolate,solitary,grasses
convex,yellow,foul,broad,gray,pink,white,large,chocolate,several,grasses
flat,gray,none,broad,purple,gray,white,pendant,brown,solitary,woods
flat,yellow,foul,broad,chocolate,pink,white,large,chocolate,solitary,paths
convex,gray,foul,broad,chocolate,pink,white,large,chocolate,solitary,paths
flat,yellow,foul,broad,chocolate,pink,white,large,chocolate,several,grasses
flat,yellow,foul,broad,chocolate,brown,white,large,chocolate,several,paths
flat,yellow,foul,broad,gray,brown,white,large,chocolate,solitary,woods
convex,gray,foul,broad,chocolate,pink,white,large,chocolate,several,paths
flat,gray,foul,broad,gray,buff,white,large,chocolate,solitary,grasses
convex,gray,foul,broad,gray,pink,white,large,chocolate,solitary,paths
convex,pink,creosote,narrow,pink,white,white,pendant,black,scattered,woods
convex,yellow,foul,broad,gray,brown,white,large,chocolate,solitary,woods
convex,yellow,foul,broad,gray,brown,white,large,chocolate,solitary,grasses
flat,yellow,foul,broad,chocolate,buff,white,large,chocolate,solitary,grasses
convex,gray,foul,broad,gray,pink,white,large,chocolate,several,grasses
flat,gray,foul,broad,gray,pink,white,large,chocolate,several,grasses
convex,gray,foul,broad,chocolate,pink,white,large,chocolate,several,woods
convex,yellow,foul,broad,chocolate,buff,white,large,chocolate,solitary,grasses
convex,yellow,foul,broad,gray,buff,white,large,chocolate,several,paths
convex,gray,foul,broad,chocolate,pink,white,large,chocolate,solitary,woods
convex,yellow,foul,broad,gray,brown,white,large,chocolate,several,woods
flat,gray,foul,broad,gray,buff,white,large,chocolate,solitary,paths
flat,gray,foul,broad,pink,pink,white,large,chocolate,several,woods
convex,yellow,foul,broad,chocolate,buff,white,large,chocolate,solitary,paths
knobbed,brown,none,narrow,white,white,white,evanescent,white,several,leaves
flat,gray,foul,broad,pink,brown,white,large,chocolate,solitary,paths
convex,yellow,foul,broad,chocolate,brown,white,large,chocolate,solitary,grasses
flat,yellow,foul,broad,pink,pink,white,large,chocolate,solitary,grasses
convex,gray,foul,broad,chocolate,brown,white,large,chocolate,several,woods
convex,gray,foul,broad,chocolate,buff,white,large,chocolate,solitary,paths
flat,yellow,foul,broad,pink,pink,white,large,chocolate,several,grasses
flat,pink,none,broad,red,white,white,evanescent,white,clustered,waste
flat,yellow,foul,broad,pink,brown,white,large,chocolate,several,paths
convex,yellow,foul,broad,gray,buff,white,large,chocolate,solitary,woods
convex,gray,foul,broad,pink,pink,white,large,chocolate,solitary,woods
flat,gray,foul,broad,gray,buff,white,large,chocolate,solitary,paths
convex,yellow,foul,broad,gray,buff,white,large,chocolate,several,woods
flat,gray,foul,broad,chocolate,pink,white,large,chocolate,solitary,grasses
flat,gray,foul,broad,chocolate,brown,white,large,chocolate,several,grasses
knobbed,pink,none,broad,red,white,white,evanescent,white,clustered,waste
convex,yellow,foul,broad,pink,pink,white,large,chocolate,several,woods
flat,yellow,foul,broad,pink,pink,white,large,chocolate,several,paths
flat,gray,foul,broad,chocolate,buff,white,large,chocolate,solitary,paths
flat,gray,foul,broad,pink,brown,white,large,chocolate,several,grasses
convex,yellow,foul,broad,chocolate,brown,white,large,chocolate,solitary,paths
flat,gray,foul,broad,pink,brown,white,large,chocolate,solitary,paths
convex,gray,foul,broad,gray,pink,white,large,chocolate,solitary,grasses
flat,yellow,foul,broad,gray,buff,white,large,chocolate,solitary,grasses
flat,gray,foul,broad,chocolate,brown,white,large,chocolate,solitary,woods
convex,yellow,foul,broad,gray,pink,white,large,chocolate,several,woods
flat,gray,foul,broad,gray,brown,white,large,chocolate,several,grasses
flat,gray,foul,broad,gray,pink,white,large,chocolate,solitary,woods
flat,yellow,foul,broad,chocolate,pink,white,large,chocolate,solitary,grasses
flat,gray,none,broad,white,pink,white,pendant,brown,solitary,woods
flat,gray,foul,broad,chocolate,pink,white,large,chocolate,solitary,woods
flat,gray,foul,broad,gray,brown,white,large,chocolate,several,woods
flat,gray,foul,broad,gray,buff,white,large,chocolate,several,grasses
convex,yellow,foul,broad,pink,pink,white,large,chocolate,several,grasses
convex,gray,foul,broad,pink,buff,white,large,chocolate,solitary,grasses
convex,yellow,foul,broad,gray,pink,white,large,chocolate,solitary,paths
flat,yellow,foul,broad,pink,buff,white,large,chocolate,solitary,woods
convex,yellow,foul,broad,gray,pink,white,large,chocolate,several,grasses
convex,yellow,foul,broad,pink,brown,white,large,chocolate,solitary,paths
flat,gray,foul,broad,pink,buff,white,large,chocolate,several,grasses
convex,yellow,foul,broad,chocolate,pink,white,large,chocolate,several,woods
flat,gray,foul,broad,chocolate,buff,white,large,chocolate,several,grasses
flat,gray,foul,broad,gray,buff,white,large,chocolate,solitary,woods
flat,gray,foul,broad,chocolate,brown,white,large,chocolate,solitary,grasses
flat,yellow,foul,broad,chocolate,pink,white,large,chocolate,several,grasses
flat,gray,foul,broad,pink,pink,white,large,chocolate,solitary,grasses
convex,yellow,foul,broad,gray,buff,white,large,chocolate,solitary,paths
flat,gray,foul,broad,pink,brown,white,large,chocolate,solitary,grasses
flat,gray,foul,broad,chocolate,buff,white,large,chocolate,solitary,grasses
flat,gray,foul,broad,pink,brown,white,large,chocolate,several,paths
convex,green,none,narrow,pink,white,white,flaring,chocolate,several,woods
flat,yellow,foul,broad,pink,brown,white,large,chocolate,solitary,grasses
convex,yellow,foul,broad,gray,buff,white,large,chocolate,solitary,woods
convex,brown,spicy,narrow,buff,white,white,evanescent,white,several,paths
flat,yellow,foul,broad,chocolate,buff,white,large,chocolate,several,woods
knobbed,brown,none,narrow,white,white,white,evanescent,white,several,woods
flat,yellow,foul,broad,pink,buff,white,large,chocolate,solitary,woods
convex,gray,foul,broad,chocolate,buff,white,large,chocolate,several,woods
convex,gray,foul,broad,chocolate,buff,white,large,chocolate,solitary,grasses
flat,gray,foul,broad,gray,brown,white,large,chocolate,solitary,grasses
convex,yellow,foul,broad,pink,pink,white,large,chocolate,several,woods
convex,gray,foul,broad,gray,brown,white,large,chocolate,several,woods
convex,gray,foul,broad,gray,brown,white,large,chocolate,several,woods
convex,gray,foul,broad,pink,brown,white,large,chocolate,solitary,grasses
convex,gray,foul,broad,gray,pink,white,large,chocolate,solitary,grasses
flat,red,none,broad,white,gray,white,pendant,black,solitary,woods
flat,yellow,foul,broad,chocolate,brown,white,large,chocolate,solitary,paths
convex,yellow,foul,broad,chocolate,pink,white,large,chocolate,several,grasses
flat,yellow,foul,broad,gray,brown,white,large,chocolate,several,grasses
convex,yellow,foul,broad,pink,buff,white,large,chocolate,several,paths
flat,gray,foul,broad,chocolate,brown,white,large,chocolate,solitary,grasses
flat,gray,foul,broad,chocolate,pink,white,large,chocolate,several,grasses
convex,yellow,foul,broad,gray,pink,white,large,chocolate,solitary,grasses
flat,buff,foul,broad,white,white,white,pendant,chocolate,scattered,urban
convex,gray,foul,broad,pink,pink,white,large,chocolate,several,grasses
convex,yellow,foul,broad,gray,brown,white,large,chocolate,several,paths
flat,gray,foul,broad,gray,brown,white,large,chocolate,several,paths
